;Julho;24/07/2013;Equipe anterior;;_;Agente de comercialização de Itaipu;Agente titular de autorização, outorgada pelo Poder Concedente, para comercializar excedente de energia elétrica de Itaipu, no âmbito do Mercado Atacadista de Energia Elétrica - MAE, não vinculada à contratação de potência das concessionárias de distribuição.;Revogado;Resolução ANEEL n. 73, de 8 de fevereiro de 2002 (Diário Oficial, de 13 fev. 2002, seção 1, p. 40) (REVOGADA);http://www.aneel.gov.br/cedoc/res2002073.pdf;_;Não se Aplica;;SIM;;;;;
;Julho;24/07/2013;Equipe anterior;;_;Agente de compensação pleno;Instituição financeira, membro do Agente de Liquidação, contratado pelo Agente de Mercado para realizar a liquidação financeira das operações realizadas pelo Agente de Mercado no Mercado.;Revogado;Resolução ANEEL n. 552, de 14 de outubro de 2002 (Diário Oficial, de 15 out. 2002, seção 1, p. 65) (REVOGADA);http://www.aneel.gov.br/cedoc/res2002552.pdf;_;Não se Aplica;;SIM;;;;;
;Julho;30/07/2004;Equipe anterior;;ANEEL;Agente de distribuição;"Agente titular de concessão ou permissão com delegação do Poder
Concedente para a prestação do serviço público de distribuição de energia elétrica. Diz-se, também, concessionária, permissionária de distribuição ou distribuidora.";Vigente;Despacho ANEEL n. 2.100, de 4 de julho de 2023 (Diário Oficial da União, de 07 jul. 2023, seção 1, p. 96) Anexo I - Submódulo 1.2 - Glossário;https://www2.aneel.gov.br/cedoc/adsp20232100_2.pdf;https://www2.aneel.gov.br/cedoc/dsp20232100.pdf;Não se Aplica;;SIM;;;;;
;Junho;15/06/2012;Equipe anterior;;SRG, SEM, SFF;Agente de distribuição dos sistemas isolados;Titular de concessão, permissão ou autorização de serviço público de distribuição de energia elétrica que atenda carga não conectada ao Sistema Interligado Nacional - SIN.;Revogado;Resolução Normativa ANEEL n. 427, de 22 de fevereiro de 2011 (Diário Oficial de 11 de mar. de 2011, seção 1, p. 36) (REVOGADA);http://www.aneel.gov.br/cedoc/ren2011427.pdf;_;Não se Aplica;;SIM;;;;;
;Julho;24/07/2013;Equipe anterior;;SEM;Agente de exportação;Titular de autorização para fins de exportação de energia elétrica.;Revogado;Resolução Normativa ANEEL n. 109, de 26 de outubro de 2004 (Diário Oficial, de 10 nov. 2004, seção 1, p. 47), Anexo (REVOGADA);http://www.aneel.gov.br/cedoc/ren2004109.pdf;_;Não se Aplica;;SIM;;;;;
;Julho;13/07/2023;Victoria;;STD;Agente de exportação/importação;Agente autorizado a exportar/importar energia elétrica.;Vigente;Despacho ANEEL n. 2.100, de 4 de julho de 2023 (Diário Oficial da União, de 07 jul. 2023, seção 1, p. 96) Anexo I - Submódulo 1.2 - Glossário;https://www2.aneel.gov.br/cedoc/dsp20232100.pdf;https://www2.aneel.gov.br/cedoc/adsp20232100_2.pdf;Não se Aplica;;Termo Novo;;;;;
;Julho;13/07/2023;Victoria;;STD;Agente de geração;Agente titular de concessão, permissão ou autorização outorgada pelo Poder Concedente para fins de geração de energia elétrica. Diz se, também, agente de produção ou gerador.;Vigente;Despacho ANEEL n. 2.100, de 4 de julho de 2023 (Diário Oficial da União, de 07 jul. 2023, seção 1, p. 96) Anexo I - Submódulo 1.2 - Glossário;https://www2.aneel.gov.br/cedoc/dsp20232100.pdf;https://www2.aneel.gov.br/cedoc/adsp20232100_2.pdf;Não se Aplica;;Termo Novo;;;;;
;Julho;24/07/2013;Equipe anterior;;SFF;Agente de geração (MPSE);Empresa ou consórcio de empresas detentor de concessão ou autorização para produzir energia elétrica, bem como os agentes que, direta ou indiretamente, isoladamente ou em conjunto, detêm participação acionária nessa empresa ou consórcio, participando do grupo de controle e sejam signatários do Acordo de Acionistas e/ou do Contrato de Concessão. No caso de importação de energia elétrica, a empresa ou consórcio responsável pela importação, bem como seus acionistas, serão considerados agentes de geração.;Vigente;Resolução Normativa ANEEL n. 674, de 11 de agosto de 2015 (Diário Oficial, de 18 ago. 2015, seção 1, p. 82), Anexo: Manual de Controle Patrimonial do Setor Elétrico - MCPSE;http://www2.aneel.gov.br/cedoc/ren2015674.pdf;http://www2.aneel.gov.br/cedoc/aren2015674_2.pdf;Não se Aplica;;SIM;;;;;
;Julho;24/07/2013;Equipe anterior;;SEM;Agente de importação;Titular de autorização para fins de importação de energia elétrica.;Revogado;Resolução Normativa ANEEL n. 109, de 26 de outubro de 2004 (Diário Oficial, de 10 nov. 2004, seção 1, p. 47), Anexo (REVOGADA);http://www.aneel.gov.br/cedoc/ren2004109.pdf;_;Não se Aplica;;SIM;;;;;
;Agosto;22/08/2012;Equipe anterior;;SRM;Agente de liquidação (CCEE);Instituição financeira contratada pela CCEE como responsável pela operacionalização do processo de liquidação e da custódia de garantias financeiras constituídas pelos agentes da CCEE.;Vigente;Resolução Normativa ANEEL n. 957, de 7 de dezembro de 2021 (Diário Oficial, de 17 dez. 2021, seção 1, p. 118);http://www2.aneel.gov.br/cedoc/ren2021957.pdf;_;Usar qualificador;CCEE;SIM;;;;;
;Maio;21/05/2013;Equipe anterior;;_;Agente de mercado;Geradores, distribuidores, comercializadores, importadores, exportadores e consumidores livres que participam do Mercado nos termos da Convenção do Mercado instituída pela Resolução ANEEL nº 102, de 1º de março de 2002.;Revogado;Resolução ANEEL n. 552, de 14 de outubro de 2002 (Diário Oficial, de 15 out. 2002, seção 1, p. 65) (REVOGADA);http://www2.aneel.gov.br/cedoc/res2002552.pdf;_;Não se Aplica;;SIM;;;;;
;Julho;13/07/2023;Victoria;;STD;Agente de operação;Todo agente de geração, agente de transmissão, agente de distribuição, agente de importação, agente de exportação assim considerados os titulares de concessão, permissão ou autorização para exploração dos serviços de energia elétrica, e consumidor livre, responsáveis por instalações integrantes da Rede de Operação e sujeitos aos Procedimentos de Rede.;Vigente;Despacho ANEEL n. 2.100, de 4 de julho de 2023 (Diário Oficial da União, de 07 jul. 2023, seção 1, p. 96) Anexo I - Submódulo 1.2 - Glossário;https://www2.aneel.gov.br/cedoc/dsp20232100.pdf;https://www2.aneel.gov.br/cedoc/adsp20232100_2.pdf;Não se Aplica;;Termo Novo;;;;;
;Julho;13/07/2023;Victoria;;STD;Agente de transmissão;Agente titular de concessão ou equiparado com delegação do Poder Concedente para a prestação do serviço público de transmissão de energia elétrica. Diz-se, também, concessionária de transmissão ou transmissora.;Vigente;Despacho ANEEL n. 2.100, de 4 de julho de 2023 (Diário Oficial da União, de 07 jul. 2023, seção 1, p. 96) Anexo I - Submódulo 1.2 - Glossário;https://www2.aneel.gov.br/cedoc/dsp20232100.pdf;https://www2.aneel.gov.br/cedoc/adsp20232100_2.pdf;Não se Aplica;;Termo Novo;;;;;
